id,topic_id,text,type,effectiveness;;;;;;
404da2dd7cce,B7BD520BE938,When getting advice from multiple people its important to keep in mind when decision making because it can influence the decision you want to make. ,Evidence,Ineffective;;;;;;
06a6cbf50854,B7BD520BE938,The reason as to why people want multiple opinions on a topic is because they want to have an assurance that whatever advice one person gave you is good and can agree with what someone else was thinking or even yourself. ,Claim,Adequate;;;;;;
0248add6b3dd,B7BD520BE938,When seeking for multiple opinions we always keep in mind what would be beneficial from making a certain choice. ,Evidence,Ineffective;;;;;;
"e5b00c14e55c,B87D59512568,""it benefits you by giving you a chance to learn from the experience of others, "",Claim,Effective";;;;;;
"d34e25b980c7,B87D59512568,""view your situation in a different perspective, "",Claim,Effective";;;;;;
8433fcf33841,B87D59512568,learn more about your choices. ,Claim,Effective;;;;;;
"1e5c6b01c9f3,B87D59512568,""All of these are valuable assets that will help you later in life, and maybe even help others if they come to you for advice. "",Claim,Effective";;;;;;
"b4ec1cf1590c,B87D59512568,""People who have had to make your decision before will have experience with what happened to them when they made the decision. This will help you try to find the result that will best benefit you. My friend Generic_Name always asks for the opinion of others when trying to make a decision. A great example of this is when she couldn't take a important test, but didn't know when she should make it up. She asked me what she should do, and I told her that when I missed a big test, I tried to find a solution with our teacher beforehand, like taking the test early, or a few days after the actual test date. Generic_Name knew she couldn't take the test early, as she had another activity taking up her time, but she went to our teacher and asked if she could take it later. Generic_Name figured out a solution by asking others for advice, and found the best choice for her using my experience. Now, she can also use both mine and her experience to make decisions later on inn life. Using my experience to find a solution is not the only way for Generic_Name to solve her problem though. She could have asked for a different perspective instead. "",Evidence,Effective";;;;;;
"02bf54dff6a0,B87D59512568,""Different perspectives help others understand your problem so they can help you, and also you can now rearrange the pieces of your situation to find a solution. It's always better to look at your choices in a new perspective, because you might find it easier to choose the best one for you from that angle. When I was trying to decide which sleep-away camp I wanted to attend this summer, I had to ask my parents and my friends to decide. My parents told me that because one of the camps was extremely expensive, it would be better for me to go to the other one. My friends, on the other hand, told me that instead of choosing one or the other, I should go to a completely different camp, one that has the activities of both previous camps mentioned and cost less than each one. I did not know about this camp, and didn't even consider trying to find a camp with the benefits of both the ones I wanted to attend. But using my friends' wider perspectives, I was able to find a completely new and customized solution for me. They also could have provided important information about the new camp that I was not aware of to advise me on my decision. "",Evidence,Effective";;;;;;
"902a073d86b6,B87D59512568,""Different people may know certain things about the decision that you need to make. Asking for advice from these people will allow you to gain this information and make a better choice. A study from Harvard University found that when given the choice, 99% of people chose to make a decision with advice from multiple strangers who has had to make the same decision before. Out of that 99%, 98% believed that the choice they made was the best for them. They also believed that the knowledge they gained from talking to the strangers was a big contributing factor to their success. This study shows how truly beneficial advice from others is. It not only helped people make the best decision possible, but also provided new information for the decision maker, who can now pass on that knowledge to others who need help from someone with experience. "",Evidence,Effective";;;;;;
7e2316336c22,B947F9493FAF,it gives more viewpoints ,Claim,Adequate;;;;;;
09e7752c3a83,B947F9493FAF,critisim constructive or not ,Claim,Ineffective;;;;;;
1628c4499f60,B947F9493FAF,it could stop from making a rash mistake that could cost your life. ,Claim,Adequate;;;;;;
"3cb6ffc7f0de,B947F9493FAF,""Its also not a weakness to ask for help even presidents and powerful world leaders have to get and gie opinoins on how good someone would be at a job or too even run a country. Generals need opinions on what attack method they are going to use. ";;;;;;
",Evidence,Adequate
301a8288a1e8,B947F9493FAF,One of the reason you need to seek opinions on advice is because it gives you more viewpoints on the matter ,Claim,Adequate
60a5f1af3a04,B947F9493FAF,If its about what you want to wear today and you ask someone they have given you their viewpoint and their constructive critisim about it. If you are asking people to give you advice about what type of people you should be around with then your getting more viewpoints on the matter. It could even be a viewpoint that saves you from a deathly mistake like if you were thinking about joining the army and you friend says, """"I dont think your ready for the army maybe somethig that could help but less physical like the airforce"""". Then you sign up for the air force and in two weeks you hear on a sad gloomy day that the whole troop you were about to join was sent to the dark jungles of vietnam and now was all killed in action. That tiny viewpoint and good advice just saved your life. "",Evidence,Effective";;;;;;
080bc1ba8b2c,B947F9493FAF,The next advice on asking for opinions on your advice is critisism. The reason critisism is good is becuase it tells you (in a kind or not so kind) way of what you need to do better at ,Claim,Effective;;;;;;
"37c35445080b,B947F9493FAF,""Like if you were going to try out for a safety for football and you havent played safety and you've been a wide reciever your whole life your going to get people that will tell you to stick to what you are good at. That is helpful in some senarios but the true help critisism is constructive critisism. The reason construcetive critisism is so helpful is the person wont say stick to what you are good at they will say, """"Here lets go to the field and do some drills and then hit the gym to build muscle and then a 1 mile run to finish it off"""". That is not only advice about thinking your ready or not thats also showing that they care about you and some of the best opinions and the best advice comes from constructive critisism . "",Evidence,Adequate";;;;;;
724185a4d78d,B947F9493FAF,Here is the final advantage of asking for opinions on you advice is it could save your life. ,Claim,Adequate;;;;;;
"cc387ac9636c,B947F9493FAF,""This point is going back to the military part of this essay. Say I want to jump out of airplane and skydive down. Then say you've been my friend for almost 5 years ever since junior year and your like, """"Hey man I don't think we should do that I've never known you to be a risk taker like that"""". Then we could find out that those parachuets were jammed and we would have plummed to our deaths. That is why this advice isn't just for clothes this is about a possible life or death situation. That is why I think you should ask for peoples advice or opinions on something because it could just be for popularity and fashion or it could even be so helpful to save you from a life or death situation. "",Evidence,Adequate";;;;;;
"9fdf61fb2429,B948C72229B3,""other people may have more experience with the topic, "",Claim,Effective";;;;;;
"e3fabdf8e7cd,B948C72229B3,""you can learn a lot from others, "",Claim,Effective";;;;;;
7639b5e556fd,B948C72229B3,getting multiple opinions can help you feel more confident in what you are choosing. ,Claim,Effective;;;;;;
352e245e4e98,B948C72229B3,If you haven't dealt with something much then it will be very useful to get advice and opinions from multiple people who have dealt with your problem before. You should ask numerous people about their past experiences to find out what worked best for them. All of that will help you come to a decision that will hopefully work out. Humans who have more knowledge on your subject will be wiser and can give you a lot of important input to think about when it comes to making a choice. I personally like to talk to my parents about issues because they know much more than I do and usually make the right choices. ,Evidence,Effective;;;;;;
"178d6f662b5f,B948C72229B3,""When talking to multiple people they may point out some things you never noticed or thought about, they can also look at your situation from another point of view. This is good because you may be focused on one thing but there could be many other important details that you overlooked. You should always ask more than one person about your problem so that you get a range of opinions and not just one that could be biased. Others may also have more information that you were not aware of. "",Evidence,Effective";;;;;;
"c000eff3e50b,B948C72229B3,""If you are making a hard choice, it is important to feel good about what you decide. Knowing that other people agree with you and having a lot of feedback will make you more comfortable with your choice. It can also be less stressful if you know that others believe you are doing the right thing. Many people greatly care about what others think so it can be a relief if they are helped and supported in making a good choice. "",Evidence,Effective";;;;;;
"21a1a2451d16,B962DFFBD558,""more minds the better, "",Claim,Effective";;;;;;
fccd121370d1,B962DFFBD558,different people from different cultures can have other ideas. ,Claim,Effective;;;;;;
49f1884c4e4d,B962DFFBD558,it's good to have conversations about something that you're not sure on. ,Claim,Effective;;;;;;
"0ac65eeb107f,B962DFFBD558,""You know all those tall buildings built in the city? Yeah, those took many minds to make, over 1,000 engineers worked on the worlds tallest building. What if only one engineer made the design plans? I bet you it wouldn't even get past the drawing board. Everyone has heard the """"We're stronger together"""" or """"Team work makes the dream work."""" Now, do you know everything about airplanes? I bet not, so that's why you would talk to someone that does know something about planes. 99% of engineers need someone else to work for them because they don't know something. See, that's a perfect example of a way that we need other people to help us by using their knowledge that they have and that we don't. But overall everyone is better together and not better divided. "",Evidence,Effective";;;;;;
"3de6a17db12e,B962DFFBD558,""You may think that one word is good, but then your friend from a different country might think that that word is horrible! See now no one person is the same so that's why sometimes if you have and opinion on something then maybe you should ask someone else that has a different cultural background from you. One thing that famous politicians do is check with other people with different backgrounds to make sure that they don't offend people when they don't want to. Before you go out and start blabbing on about some other country maybe you should try and talk to the people from that country so then you don't offend them? You as a person will never be the same than anyone else. I personally have friends from other countries that eat dogs but look here, in the USA if someone eats a dog, that is very illegal. That's a perfect example of how people with other backgrounds will differ in opinions. So as you've read, most people that are different from you will widely differ in opinions from you. "",Evidence,Effective";;;;;;
"bf19684f837a,B962DFFBD558,""Everyone that is successful right now has asked at least one person for help, I can guarantee you that. So if you need help just ask! It's one of the best ways you can get help anyways. There are over 1,000 different information data bases that can help you find information on anything. One that I like is Wikipedia it may not be 100% reliable but that's only if you're ignorant while reading it. Wikipedia has over a million topics of information that you can browse. See this may not seem like your asking for help but it is one way you can. I only listed one good source of information but overall there is hundreds of sources for information and you can get help from any of them. "",Evidence,Effective";;;;;;
"4e86916956d3,B967FC913839,""When we ask a variety of people for their opinion on a matter, we get many different solutions to solve a problem "",Claim,Effective";;;;;;
"d758b606acae,B967FC913839,"". We can then compare each of the positive and negative side effects of every option, and find which solution best fits us and our needs. Another advantage to getting numerous inputs on a topic is that we can then refine a majority of the bias out, and make the best choice according to the facts. ";;;;;;
",Evidence,Adequate
9154dc35917e,B967FC913839,As a quarterback for my football team, I am in constant need of improvement on my skills to further our chances of success. I always ask my coach on what he thinks I need to improve on. He always gives me his feedback, and a way he thinks I could improve on that problem. Sometimes his advice doesn't completely fix the issue, so I go to my parents for help. My parents know my strengths and weaknesses, and help my to fix the problem tailoring my coach's advise to me. This gives me an option that not only works, but fits me as a person. ";;;;;;
",Evidence,Effective
7ee5f5af8c50,B996860E00A4,all people have different experiences ,Claim,Adequate
849c19e83dbd,B996860E00A4,different knowledge ,Claim,Ineffective
8c21ea44ca57,B996860E00A4,different perspectives ,Claim,Ineffective
3f1dc8d1a9f3,B996860E00A4,Everybody has different experiences that they use to make decisions ,Claim,Adequate
901643b2089f,B996860E00A4,It is helpful to have multiple people's experiences to make the best choice possible.";;;;;;
;;;;;;
"9 out of 10 people say that they make the most effective decisions when they seek others for advice. They also said that because the people had different experiences than them it helped them choose what would be most efficient under a certain circumstance. Experiences affect what a person chooses to do, so it is advantageous to ask others about their opinions. "",Evidence,Adequate";;;;;;
5c064aa0cd6d,B996860E00A4,People have different knowledge of topics that help them throughout the choice making process. ,Claim,Adequate;;;;;;
"015347c0c7d5,B996860E00A4,""My mother and I have completely different knowledge bases because she is a physical therapist and I am still in middle school. Once, I had a knee that was inflamed and I thought that the problem was I had twisted it, but my mom observed how I was walking and realized that my shoe was causing the problem";" my shoe didn't support my arch, so my foot would roll inward, causing my knee to as well. I had no idea that it was my shoe that was causing the issue, but because my mom had different knowledge than I did she was able to figure it out. Problem solving and choice making both involve using past knowledge to do the best thing now. Having a second person with different knowledge than you gives you a second opinion which is extremely useful to make the best choice. "",Evidence,Effective";;;;;
e65fdbc17b54,B996860E00A4,When you ask somebody else for a second opinion they bring a different perspective based off of their knowledge and experiences ,Claim,Adequate;;;;;;
"a8f3bb97fe09,B996860E00A4,""It is similar to when I went to an art festival in Utah and there was artist who did pavement murals. They looked interesting and beautiful, but to see what the artist wanted you to see you had to stand on footprints that had been painted on the asphalt and look to see what the mural was of. When you have a second person to give you their opinion it is similar to looking at a mural from a different perspective. The first way that you look at the mural is interesting, but it is even better when you change to where the footprints are: the best choice to stand. Having a second opinion can help you choose the right perspective and right choice. "",Evidence,Effective";;;;;;
c4c35777d059,BA0183CB23C5,Everyones opinion gives a different point of view and can help pick out what decision is best ,Claim,Effective;;;;;;
"92c13d2d1649,BA0183CB23C5,""As well as, some people have gone through similar things and can help talk out the situation "",Claim,Effective";;;;;;
"3b99a1465c03,BA0183CB23C5,""In my lifetime I have experienced my friend go through a rough path. Because of the people who helped her, she is now happier and living much better. "",Evidence,Adequate";;;;;;
2f85eb2962a2,BA0183CB23C5,Many people will have different perspectives. ,Claim,Adequate;;;;;;
"127eb22dd72d,BA0183CB23C5,""They all can influence a decision, because everyone is different. We are raised by our culture and environment. Therefore, no two minds are alike. Situations are seen differently, giving an abundance of different solutions. Imagine a parent and friend helping out the same person, now compare the two. As a parent they want what's best for their child and try to look to steer them in the right direction. While a friend may want the same thing, but at the end of the day they are looking to have fun and may not always give the best advice. "",Evidence,Adequate";;;;;;
"33948912cf7e,BA0183CB23C5,""When people are getting someone else's a opinion they are making themselves vulnerable to the fact that different possibilities could happen. People can get strongly judged or rejected on their opinions they've made, as that could heavily impact a choice. "",Counterclaim,Effective";;;;;;
"1785a0b02ee4,BA0183CB23C5,""However, getting multiple views on a decision is always the best option, because everyone sees things differently. "",Rebuttal,Adequate";;;;;;
"b805395a85c2,BA0183CB23C5,""Throughout our life people have been through hardships. Some may be similar situations which include ways it's been dealt with in hopes of others making better choices. With the help of someones past, it can help pave a way for someones decision. Knowing peoples mistakes and consequences can differ what others choose to do. When making a choice some people visit professionals. A few include psychologists, therapists and counselors, they help listen to a problem in hopes of breaking it down and seeking best possible outcomes. These people are there to help drive a path for healthy decision making. Another reason is that knowing other people struggle with things too and that no one is ever alone. It provides at least a little comfort understanding everyone goes through something. Those people who decide to open up about their problems can also help determine a choice. Most people care for the well-being of people in hopes for a successful and enjoyable life "",Evidence,Effective";;;;;;
"e097db3f864c,BA0183CB23C5,""Talking to people who have dealt with similar problems or people who are professionally trained, can help bring ease to making a decision. "",Claim,Effective";;;;;;
"2e728aaff962,BA0183CB23C5,""At one point in life everyone has gone through or knows someone who has been through a tough decision. A couple years ago I had a friend who always gave advice to everyone's problems. She was beautiful, intelligent and fun to be around. However, she did not feel this way about herself. As time went on some situations became too heavy to handle, the stress grew on top of her. At school she only showed perkiness, meanwhile, she was in a darker place. No one was aware of this until a few weeks later when she spoke to her friends, then counselors, next teachers and eventually her parents to get the help she wanted. She was afraid of what the world would think of her if she wasn't perfect. These people all helped her find ways for comfort and how to get the treatment needed without doing something harmful to herself or others. She was steered back into a safe and happy pathway thanks to the help of those around her. "",Evidence,Effective";;;;;;
c456916ba821,BA881F8A8909,it allows them to work at their own pace ,Claim,Effective;;;;;;
af1a9ffe9533,BA881F8A8909,lower their stress levels ,Claim,Adequate;;;;;;
a39f74715c49,BA881F8A8909,take multiple classes at once. ,Claim,Effective;;;;;;
"83ec16be13f8,BA881F8A8909,""To begin with, students will be able to work at their own pace. ";;;;;;
",Claim,Effective
edd70b9035c3,BA881F8A8909,When taking a test in a traditional classroom, some students finish in ten minutes and others take the entire class.";;;;;;
;;;;;;
Either way, students should not feel the need to slow down or speed up in order to finish in a certain time.;;;;;;
;;;;;;
Forcing kids to work at the pace of their peers will produce lower test scores.;;;;;;
;;;;;;
With the option of online school, students are able to finish assignments at their own time.;;;;;;
;;;;;;
As a result, assignments will be given more attention by students and will overall turn out better than they would have in the classroom.;;;;;;
;;;;;;
Students are capable of producing better work, if they are able to work at their own pace. ;;;;;;
",Evidence,Adequate
7522462fb4cb,BA881F8A8909,In addition, stress levels in students will significantly decrease. "",Claim,Effective";;;;;;
"c0940825c24c,BA881F8A8909,""Stress and anxiety among students is extremely high.";;;;;;
;;;;;;
Many kids have test anxiety and are not able to perform well in testing environments.;;;;;;
;;;;;;
Testing anxiety can be caused by numerous factors but one factor that stands out the most is feeling comfortable in an environment.;;;;;;
;;;;;;
If the student does not feel comfortable in their classroom while taking a test, they will not produce a good grade.;;;;;;
;;;;;;
If the student is placed in a well suited environment, like their home, they are guaranteed to receive a better grade than if they were placed in a classroom.;;;;;;
;;;;;;
Secondly, if students are able take their time and not rush through school work, stress levels will reduce and the amount of passing students will increase.;;;;;;
;;;;;;
Students often feel rushed to finish in a short amount of time in order to please their teachers.;;;;;;
;;;;;;
Although many teachers preach to their students to take their time, teachers unknowingly put a time restriction on student.;;;;;;
;;;;;;
Online courses allow kids to start and finish assignment when they feel comfortable doing so.;;;;;;
;;;;;;
Online classes lowers the chance of stress among students by eliminating classroom anxiety. ;;;;;;
",Evidence,Effective
4c66c7ed558f,BA881F8A8909,Furthermore, the ability to take extra classes is given to students. "",Claim,Effective";;;;;;
"52d071075488,BA881F8A8909,""In order to graduate at many public and private schools, students must meet graduation requirements.";;;;;;
;;;;;;
There are multiple classes a student must take to graduate that are electives.;;;;;;
;;;;;;
These classes take up space in kid's schedules restricting the amount of core classes a student can take.;;;;;;
;;;;;;
If schools allow these kids to take these classes in their free time, students will be able to complete these courses and move onto classes they will use in the future.;;;;;;
;;;;;;
For example, all school require students to partake in a health class throughout their high school careers.;;;;;;
;;;;;;
If students are capable of taking this class in the summer rather than in the school year, a new gap in their schedule opens for another class.;;;;;;
;;;;;;
Also, online schools prevent advance students from burning out.;;;;;;
;;;;;;
Many children who were placed in advanced learning at a young age experience a burn out.;;;;;;
;;;;;;
This occurs when the student does not have to work as hard in their education as others.;;;;;;
;;;;;;
This produces a poor work ethic, which is essential in the real world.;;;;;;
;;;;;;
By allowing these students to take an extra course online, they will be challenged forcing them to improve their work ethic and time management.;;;;;;
;;;;;;
Online school gives students a chance to get ahead in their education ;;;;;;
",Evidence,Effective
f8f94b01f9fd,BB4A53A0A9E0,A system of at-home classwork would greatly help any student with a learning disability or intellectual setback ,Claim,Adequate
95e616303790,BB4A53A0A9E0,Many children struggle with slight disabilities such as dyslexia or ADHD - small occurrences that hinder the learning process. However, these minuscule variations can have major effects on the way a student absorbs information and needs to be accommodated in the classroom, a setback that many public schools aren't equipped to handle. This can prove detrimental to the development of the student - without the proper instruction formatted for the style in which they learn, their true academic potential can remain untapped. With classes taken inside the home, this can change. In the environment they know best, surrounded by people that understand how they need to be aided, the child can thrive without the pressure to adapt to the method of learning endorsed inside the mainstream school. They can explore options in their education and take the time they need to properly understand new concepts, all within their home and without the restraint of a larger public entity telling them to conform. "",Evidence,Effective";;;;;;
b925e82aa329,BB4A53A0A9E0,Students that don't have access to public education in the areas in which they live would highly benefit from the ability to take online classes. ,Claim,Adequate;;;;;;
"e081c94b32bf,BB4A53A0A9E0,""While a rarity, there are some areas of the globe where young people are denied the chance to receive an education. This is nearly never the fault of the student - where they live, the government of the country that they live in, and their gender or physical appearance are all traits that they cannot control. When the terrorist group Al-Qaeda was present in Pakistan, many Pakistani girls couldn't go to school or leave their houses due to the militia's belief that women were not deserving of rights or an education. While these girls were being denied the opportunity to be educated, this doesn't mean that they weren't deserving - online classes could've and still could improve that situation. Through the availability of methods to access classwork in the home, children that have been circumstantially denied the chance to attend school could be granted that chance again, and with potentially less risk. Classes taken within the home would allow students in difficult life situations to gain back their opportunity to learn, and continue furthering their intellectual development despite their circumstances. "",Evidence,Effective";;;;;;
"450ab6cb3295,BB4A53A0A9E0,""Anxiety can severely stunt the educational career of a budding child, but would be lessened through the attendance of classes from home. "",Claim,Adequate";;;;;;
"99e9b515174c,BB4A53A0A9E0,""Anxiety can infiltrate every corner of a student's thought process, and whether the stress is academically related or not, it affects the way that a child learns and grows. Participation grades, group projects, popularity expectations, and the rumor mill of regular public school can take a more severe toll on children with anxiety disorders, making it hard for these students to see school as a place to gain knowledge. Instead, they begin to dread it, sick and tired of the constant pressure and nervousness they experience in the classroom. However, when attending classes within the home, these judgments can be alleviated. The anxiety within the student is eased by being in a familiar environment, a place where they can decide what interactions to engage in and when. An opportunity like at-home classes can transform an anxious child's perspective of education from a negative and stressful experience into something positive and beneficial, helping them progress academically while accommodating to their mental health. "",Evidence,Effective";;;;;;
"2ba2efc2e8be,BBBC74680147,""Some student wont have any devices to set up a video confrence with. ";;;;;;
",Counterclaim,Adequate
f6533186be0c,BBBC74680147,Some students might now have internet at home or other places. ";;;;;;
",Evidence,Adequate
e48735c7109e,BBBC74680147,Distance learning is also good because it gives students a chance to catch up on school work at home and they wont have to sit in a classroom all day. ";;;;;;
",Claim,Adequate
8bdae40c1148,BBBC74680147,Distance learning is also very helpful because some students might not be able to attende schools but with distance learning they wont have to go to a school to learn with other kids they can be in there own space to concentrate. ,Evidence,Adequate
bfd7365f10ea,BBBC74680147,Distance learning also has some benefits like parents wont have to get up so early to make sure there kids get on the bus and some parents might not have cars to get there children to school. ,Claim,Adequate
a37ff0b05d45,BBBC74680147,Students wont get in to fights our get in trouble at school if there home they can have 1 on 1 with the teachers there having a video confrence with there so many great things about distance learning. ,Evidence,Adequate
3441afcffa2f,BBBC74680147,Distance learning has some flaws to because sometimes it might not always work there could be bugs in the software or the quality of the video might not be great ,Counterclaim,Adequate
1dce80c31c17,BBBC74680147,also distance learning is something that not alot people might be able to attende. Some people might not even have access to devices or internet they can go to a public library but thats will be only temporary and students wont be able to do distance learning aftoen because the software might be to expensive. ,Evidence,Adequate
fff1909367a9,BBBC74680147,Some people might think distance learning is a waste of time because students who dont pay attention in school wont pay attention if there in distance learning. ,Counterclaim,Adequate
e81a76082e55,BBBC74680147,But it is also good because students who have bad grades or cant focus in a classroom setting can take the oppertunity to use distance learning to pass there classes with ease. ,Rebuttal,Adequate
c6bd789b6bdf,BBBC74680147,Distance learning is also good for students looking to be home schooled ,Claim,Adequate
fc84e90247bb,BBBC74680147,they have this program to get them threw there high school/middle schools classes. ,Evidence,Adequate
17a16d5eb95d,BBDA39C84AF7,When they get different answers from different people then they can narrow the most logical answer from the different people. ,Claim,Adequate
3fbe959ca082,BBDA39C84AF7,Finding multiple opinions is the best way to correct or enforce your idea or create an idea. ,Claim,Adequate
6e73d8d894da,BBDA39C84AF7,If you go up to one of your friends and ask for some advice. Then, you ask someone else about that same advice. After you will probably get a difference in opinions. "",Evidence,Adequate";;;;;;
1f295c0295d9,BBDA39C84AF7,Although it is good to have multiple opinions your not always going to get a straight answer. ,Counterclaim,Adequate;;;;;;
"b2236c4793bf,BBDA39C84AF7,""Like if someone has 5 candidacies and they ask each person separately a majority of the candidates will have different answers. So, if someone has both of the same answers then the person who is asking will probably lean more to the similar answers. Just because the people go towards that answer doesn't mean that it is logical. "",Evidence,Ineffective";;;;;;
710c18a7fd88,BBDA39C84AF7,If a person has an idea or needs an idea about something they are going to want to get advice about something. If they have an idea then they can either change the idea or enforce there idea from the different opinions. If they don't have an idea then they can get ideas from the peoples advice. ,Evidence,Adequate;;;;;;
e0a0ccbde6a2,BBDA39C84AF7,That is why having multiple perspective of an opinion is good. ,Claim,Adequate;;;;;;
"da4255f8baa4,BDE08546F7EE,""Students that take online classes do have its benefits. For example, if you don't have enough credits, counselors tell students that are going to graduate if they do or do not have enough credits, they can take online classes. "",Claim,Adequate";;;;;;
"9441203201ed,BDE08546F7EE,""As long as you sign up with the school your attending, complete the course and earn the credit";" they're able to graduate. "",Evidence,Ineffective";;;;;
"0a19d47bfacb,BDE08546F7EE,""Another reason are Programs, "",Claim,Adequate";;;;;;
"953c55347862,BDE08546F7EE,""if you're in a high school program, you might have to take an """"Exit-Test"""" exam. An example of that is C.I.S.L. (Center of Intelligence Studies of Languages), throughout high school you learn a new language, besides English, at the end of junior or senior year, and you'd take this exam to see how much you learn by taking an reading, writing, speaking, and listening test. "",Evidence,Adequate";;;;;;
"a5be59b7ab20,BDE08546F7EE,""Another example is College, "",Claim,Adequate";;;;;;
"e0e57c190edf,BDE08546F7EE,""some young adults can't afford to leave home or to busy taking care of their family, to even see a sight of college in their future. That's why Online Colleges were made, to help those who can't help themselves nor have the money of affording a tuition. College online classes, are the same as high school you listen to a professor on a matter subject and take a quiz or test, from what you learned from them "",Evidence,Adequate";;;;;;
35f63f1fbd42,BDE08546F7EE,Another reason Online classes are beneficial they're different schedule classes. ,Claim,Adequate;;;;;;
"44f89b207c72,BDE08546F7EE,""For example you have to work 11:30 A.M. through 8:30 P.M. Then you can schedule a class for 10:00 P.M. You can pick your time of the day class. Different from being in a real school, you have to be at that class at a certain time and day, or you're marked absent or tardy. "",Evidence,Adequate";;;;;;
"a4e19802c213,BDE08546F7EE,""But there are also some consequences in Online Classes"; online classes, are actually classes and real professors grade you on your work, so if your slacking or getting real low quiz and test scores, you've failed the class, and you don't get any credit from that class. Then you have to redo the whole course, because with no credit you can not graduate. Another reason Online classes have negative results, is that they have the rights to kick you out the class, in the beginning of the course, they're suppose to give you an agreement and term contract, and if your attendance is poor, they'll kick you out the class. ;;;;;
",Counterclaim,Adequate
4d3cd7337408,BEE54D4D2B79,People depend on other's gratification and it feels great when someone likes the outcome of a decision. In order for this to happen, one should ask multiple people for advice and shouldn't only take their's. When I take my own advice, it is often biased towards what I want, and I don't necessarily see all points of view of the decision I have to make. Taking my own advice is beneficial in situations where common sense is used and in situations where I have no one to to ask, such as logical situations or doing school work. ";;;;;;
",Evidence,Effective
1baf045a1e94,BEE54D4D2B79,With more important decisions that go beyond common sense, seeking multiple opinions avoids bias, leads to multiple perspectives, and opens up new possibilities. "",Claim,Effective";;;;;;
"7ba5bcb48614,BEE54D4D2B79,""When someone seeks advice, they should ask multiple people because it ensures them that their choice will be least biased. People should avoid bias because some opinions may not benefit them and may only benefit the person who is giving the piece of advice. When people ask for advice, each person they ask most likely has a different opinion. When all these opinions are considered, the chance of bias is reduced. When someone takes their own advice, they may have a slight inclination to go for what they want to do, and they may not consider all options. For example, I have a decision to make of whether or not I want to move for my father's work to Generic_City. I only considered my own preferences for a while, and I automatically said that I didn't want to go. I refused to leave my friends, my school, my routine, and everything else that makes my life splendid here. When I finally decided to hear what my parents had to say, my choice became less biased. My parents helped me see the benefits of moving, which I had not thought about because I didn't want to think that I would enjoy moving. In addition they helped me see it in their point of view, which leads to the next point. "",Evidence,Effective";;;;;;
8d78a4fe30df,BEE54D4D2B79,Talking to more than one person when faced with a difficult situation leads to multiple perspectives. ,Claim,Effective;;;;;;
"429658ac50e5,BEE54D4D2B79,""With each person one asks for advice, there is ridiculously small chance that they would all have the same exact opinion. Each person is different and has a new perspective of the dilemma. Seeking advice from my parents would yield different perspectives than if I ask my friends or siblings. For instance, when I talked to my friends about the possibility of me moving to Generic_City, they were disappointed, as expected. They didn't want me to move, and they didn't want me to leave them. When my parents talked to me about moving to Generic_City, I was able to see it in their perspective. To them it would be a fabulous opportunity to study abroad, meet new people, learn a new culture, and visit a wonderful country. This new perspective opened me up to the idea of living in a completely different country. "",Evidence,Effective";;;;;;
905022e843e7,BEE54D4D2B79,seeking multiple opinions may open up new possibilities that should be considered when making a decision ,Claim,Effective;;;;;;
"1e0e3cb41081,BEE54D4D2B79,"". Each person one talks to may offer a different alternative to the decision at hand. This leads to an array of new and sometimes worse options. When talking to my parents about moving to Generic_City, they told me that moving to Generic_City now would be the most beneficial because if we didn't move before high school, we would probably have to leave in the middle of the school year later on. In addition, some friends helped me see that moving to Generic_City would open an entirely new set of doors. My brother fantasized about the enjoyable vacations we could have and meeting new people at a new school. The more people one talks to, the more opinions they get, and the more opinions they get, the more options they hav to make the best choice. "",Evidence,Effective";;;;;;
"0da6655fde96,BF3CC3305C55,""getting advice could be a good thing, since many different people have all had vastly different experiences. "",Claim,Effective";;;;;;
"31982671ddf9,BF3CC3305C55,""At the Virginia school of Technology they completed a study on getting advice from just one person compared to reciving advice more more than one person. Both people were given the same issue but only one was able to receive more than one persons advice. One of the conductors of the experiment, Dr. Joy Engstrom, stated that, """" The person who received more than one piece of advice seems to have made the more logical choice than the person with only one piece of advice, fixing the situation faster and healthier."""" Therefore, asking more than just one person for advice can help you pull out a stronger and better outcome of the situation. Plus, receiving more advice can also hep you make a more logical choice then acting on what just one other person thinks is best. The advice given also probably would apply to other situations as well, so you are learning and growing as a person. "",Evidence,Effective";;;;;;
05f233807a80,BF3CC3305C55,receiving advice from more than one person can also help to build trust with the people you ask. ,Claim,Effective;;;;;;
"3f69de53e225,BF3CC3305C55,""A study done by Jake Miller at the Maryland University of Health shows that when someone comes to another person for advice their trust in them normally increases. Mr. Miller Claims that, """" You install a certain level of trust in someone when you ask them for advice, if it be something small or something huge. Asking for their opinion on a situation also boosts the overall relationship."""" More over, their advice doesn't only just help the situation it helps strengthen your relationship with those people. Plus, most of the time people are more open to helping you when you have a sturdy relationship with them. Not only does asking for advice show that you trust the people your asking but it can even help strengthen a whole groups relation and trust. "",Evidence,Effective";;;;;;
57e31a79b4be,BF3CC3305C55,different sets of advice can also bring you to the best possibly out come. Creating a more logical and better choice to make. ,Claim,Effective;;;;;;
